match_id,name,backfill,role,character_sequence,ultimates_used,eliminations,assists,deaths,damage,healing,mitigation,afilliation,first_pick,second_pick,third_pick,fourth_pick
24,Lucioos,No,Damage,"Soldier: 76, Ashe",2,8,0,6,6523,1203,0,Friendly,Soldier: 76,Ashe,,
24,Ariakis,No,Support,Illari,1,2,3,6,2249,3776,297,Friendly,Illari,,,
24,Skatebirds,No,Support,Kiriko,2,2,7,9,1951,3257,0,Friendly,Kiriko,,,
24,Calavera,No,Damage,Pharah,2,14,4,4,4816,0,0,Opponent,Pharah,,,
24,Shasta,No,Support,Mercy,3,4,24,2,260,9099,0,Opponent,Mercy,,,
24,VerminSuplex,No,Support,Ana,4,18,18,0,2970,7343,839,Opponent,Ana,,,
24,ThePhantomQ,No,Damage,Cassidy,1,17,0,3,4441,0,280,Opponent,Cassidy,,,
24,Shivine,No,Tank,"Dva, Reinhardt",2,21,7,3,6816,0,3399,Opponent,Dva,Reinhardt,,
25,JustMonika,Yes,Tank,"Winston, Dva",2,7,1,6,5231,0,8162,Friendly,Winston,Dva,,
25,lucioos,No,Damage,"Echo, Mei",2,11,4,6,4341,415,2597,Friendly,Echo,Mei,,
25,ThePhantomQ,No,Damage,Hanzo,3,8,2,5,4013,0,0,Friendly,Hanzo,,,
25,Krabay,No,Support,"Lifeweaver, Zenyatta, Ana",3,6,6,6,2507,6520,266,Friendly,Lifeweaver,Zenyatta,Ana,
25,Puppeaches,No,Support,"Illari, Moira",3,7,8,5,4359,7921,0,Friendly,Illari,Moira,,
25,Gerr,No,Tank,Doomfist,4,16,3,3,6957,0,2577,Opponent,Doomfist,,,
25,JessePinkMan,No,Damage,"Ashe, Bastion, Reaper",3,15,0,6,7640,508,375,Opponent,Ashe,Bastion,Reaper,
25,LeoThe5th,No,Support,Moira,3,21,11,4,5405,6391,0,Opponent,Moira,,,
25,Calavera,No,Damage,Junkrat,3,15,2,2,5993,0,0,Opponent,Junkrat,,,
25,Wipipi,No,Support,Ana,2,5,11,2,1951,7733,207,Opponent,Ana,,,
26,Lasagna,Yes,Tank,Wreckingball,0,0,0,1,165,0,0,Friendly,Wreckingball,,,
26,lucioos,Yes,Damage,Reaper,0,2,0,7,1450,214,0,Friendly,Reaper,,,
26,WarSoft,Yes,Damage,Ashe,1,3,1,5,2334,0,0,Friendly,Ashe,,,
26,Maverick,Yes,Support,Ana,0,1,1,2,695,765,0,Friendly,Ana,,,
26,Yanisaur,Yes,Support,Baptiste,0,1,1,2,204,635,0,Friendly,Baptiste,,,
26,NPTrain,No,Support,Lucio,1,13,7,2,1969,2826,484,Opponent,Lucio,,,
26,zzSirSlumpzz,No,Damage,Ashe,1,9,0,2,3172,0,0,Opponent,Ashe,,,
26,Zeclute,No,Damage,Hanzo,2,21,2,1,5800,0,0,Opponent,Hanzo,,,
26,CT5555,No,Support,Illari,2,13,5,2,1655,5526,0,Opponent,Illari,,,
26,MrMeme,No,Tank,"Dva, Orisa",2,12,4,2,4285,0,3209,Opponent,Dva,Orisa,,
27,ImNotCorey,No,Tank,Doomfist,4,22,8,6,6781,0,2882,Friendly,Doomfist,,,
27,Guts,No,Damage,"Genji, Hanzo",4,28,5,2,8584,0,210,Friendly,Genji,Hanzo,,
27,lucioos,No,Damage,"Bastion, Torbjorn, Soldier: 76",2,21,3,4,8215,316,208,Friendly,Bastion,Torbjorn,Soldier: 76,
27,Alexxdria,No,Support,Mercy,3,3,20,2,655,5697,0,Friendly,Mercy,,,
27,MsCrazyPants,No,Support,Kiriko,1,10,15,4,3113,4666,0,Friendly,Kiriko,,,
27,Madnessos,No,Tank,"Winston, Roadhog",2,10,3,6,4190,2838,3610,Opponent,Winston,Roadhog,,
27,Slam,No,Damage,"Sombra, Torbjorn",2,13,1,8,6120,50,607,Opponent,Sombra,Torbjorn,,
27,Epicitten,No,Support,"Zenyatta, Lucio",2,5,6,9,1781,4096,259,Opponent,Zenyatta,Lucio,,
27,Athenaaa,No,Support,"Kiriko, Moira, Mercy",2,4,8,8,1669,7268,0,Opponent,Kiriko,Moira,Mercy,
27,Anklecream,No,Damage,Tracer,2,11,1,9,5724,103,0,Opponent,Tracer,,,
28,Waphles,No,Tank,Junkerqueen,3,25,6,9,10721,2504,1966,Friendly,Junkerqueen,,,
28,Fireball0118,No,Damage,"Cassidy, Tracer",3,14,0,10,7105,0,3,Friendly,Cassidy,Tracer,,
28,Lucioos,No,Damage,"Ashe, Mei, Symmetra, Reaper",3,16,3,9,6211,917,6083,Friendly,Ashe,Mei,Symmetra,Reaper
28,MasterJake08,No,Support,Moira,3,21,10,9,5482,6531,0,Friendly,Moira,,,
28,SoccerDude,No,Support,"Lifeweaver, Kiriko",2,4,11,9,1749,6615,192,Friendly,Lifeweaver,Kiriko,,
28,FreddyKruege,No,Support,"Mercy, Moira",3,17,23,8,1927,10310,0,Opponent,Mercy,Moira,,
28,Cysoez,No,Damage,Cassidy,2,14,0,8,7395,0,185,Opponent,Cassidy,,,
28,WarLordIce,Yes,Support,Brigitte,2,21,17,8,3909,5988,1010,Opponent,Brigitte,,,
28,LordK8e,No,Tank,"Doomfist, Dva",5,35,13,3,12001,0,3283,Opponent,Doomfist,Dva,,
28,Cysoshealer,No,Damage,"Ashe, Soldier: 76",3,16,4,11,6417,1081,0,Opponent,Ashe,Soldier: 76,,
29,AssessedHat,No,Tank,Ramattra,2,21,5,2,5230,0,2534,Friendly,Ramattra,,,
29,Lucioos,No,Damage,Bastion,2,20,1,1,4944,16,256,Friendly,Bastion,,,
29,SquatChra,No,Damage,Mei,1,17,11,1,2251,470,2933,Friendly,Mei,,,
29,MoonYay,No,Support,Illari,2,11,11,2,2279,5325,0,Friendly,Illari,,,
29,Skoll,no,Support,Ana,1,13,13,2,1588,3477,138,Friendly,Ana,,,
29,Ghost,No,Support,Moira,2,6,2,4,2747,3842,0,Opponent,Moira,,,
29,Fae444,No,Damage,Symmetra,1,1,0,6,2314,0,514,Opponent,Symmetra,,,
29,FierAssassin,No,Tank,Doomfist,2,5,1,7,3461,0,3452,Opponent,Doomfist,,,
29,Br4dyWolf,No,Damage,Widowmaker,1,3,0,3,3391,547,0,Opponent,Widowmaker,,,
29,CheeseJesus,No,Support,Zenyatta,1,3,4,7,2555,2441,0,Opponent,Zenyatta,,,
30,Anan,No,Tank,"Sigma, Reinhardt",2,14,4,4,5010,0,14156,Friendly,Sigma,Reinhardt,,
30,Axcor,No,Damage,Torbjorn,3,29,0,5,11191,0,1032,Friendly,Torbjorn,,,
30,lucioos,No,Damage,"Bastion, Symmetra",3,31,7,5,7633,167,948,Friendly,Bastion,Symmetra,,
30,Centric,No,Support,Zenyatta,3,10,24,6,3363,7532,0,Friendly,Zenyatta,,,
30,Shelbo,No,Support,Mercy,3,6,22,3,579,8556,0,Friendly,Mercy,,,
30,Zigalith,No,Damage,"Widowmaker, Tracer, Echo",3,8,0,9,5026,95,0,Opponent,Widowmaker,Tracer,Echo,
30,Palmistry,No,Support,"Baptiste, Moira",2,5,11,8,2828,7359,48,Opponent,Baptiste,Moira,,
30,Kirito,No,Tank,"Winston, Dva, Ramattra",3,16,5,7,6887,0,12880,Opponent,Winston,Dva,Ramattra,
30,ShadowMelody,No,Damage,"Genji, Junkrat, Hanzo, Bastion",3,7,1,10,7425,31,733,Opponent,Genji,Junkrat,Hanzo,Bastion
30,StrawHat,No,Support,Illari,3,11,2,7,3838,6808,0,Opponent,Illari,,,
